model.name,model.title,citation.openAccessPdf,How does it use <model.name> ?,Secondary use of the <model.name> (if applicable),Citation Sentence,Does the paper introduce a new model?,"If yes, what is the name of the model? (not named is fine)",Does the paper use AI model?,"If yes, which model it is using?",Notes
Hopfield Networks (2020),Hopfield Networks is All You Need,https://www.biorxiv.org/content/biorxiv/early/2022/12/10/2022.12.06.519318.1.full.pdf,,,,,,,,
CURL,CURL: Contrastive Unsupervised Representations for Reinforcement Learning,http://arxiv.org/pdf/2306.08537,,,,,,,,
Bidirectional RNN,Bidirectional recurrent neural networks,https://link.springer.com/content/pdf/10.1007/s44196-023-00345-z.pdf,,,,,,,,
Contriever,Unsupervised Dense Information Retrieval with Contrastive Learning,http://arxiv.org/pdf/2210.05156,,,,,,,,
Pattern recognition and reading by machine,Pattern recognition and reading by machine,https://arxiv.org/pdf/1711.06583,,,,,,,,
LSTM with forget gates,Learning to Forget: Continual Prediction with LSTM,https://downloads.hindawi.com/journals/mpe/2022/2082708.pdf,,,,,,,,
SearchFusion,Selective Search for Object Recognition,https://www.nature.com/articles/s41598-021-04432-z.pdf,,,,,,,,
Statistical Shape Constellations,Unsupervised Learning of Models for Recognition,http://www.cs.toronto.edu/~sven/Papers/cvpr2001-ab.pdf,,,,,,,,
ProGen2-xlarge,ProGen2: Exploring the Boundaries of Protein Language Models,https://www.biorxiv.org/content/biorxiv/early/2022/12/02/2022.11.30.518466.full.pdf,,,,,,,,
ProGen2-xlarge,ProGen2: Exploring the Boundaries of Protein Language Models,http://arxiv.org/pdf/2306.00872,,,,,,,,
ERNIE-GEN (large),ERNIE-GEN: An Enhanced Multi-Flow Pre-training and Fine-tuning Framework for Natural Language Generation,http://arxiv.org/pdf/2212.12192,,,,,,,,
CTC-Trained LSTM,Connectionist temporal classification: labelling unsegmented sequence data with recurrent neural networks,https://arxiv.org/pdf/2309.08023,,,,,,,,
Multiscale deformable part model,"A discriminatively trained, multiscale, deformable part model",http://downloads.hindawi.com/journals/js/2017/8241910.pdf,,,,,,,,
DBLSTM,Hybrid speech recognition with Deep Bidirectional LSTM,https://ojs.aaai.org/index.php/AAAI/article/download/4550/4428,,,,,,,,
PaLM (540B),PaLM: Scaling Language Modeling with Pathways,https://arxiv.org/pdf/2310.05209,,,,,,,,
Iterative Bootstrapping WSD,Unsupervised Word Sense Disambiguation Rivaling Supervised Methods,https://ojs.aaai.org/index.php/AAAI/article/download/21420/21169,,,,,,,,
MLP as Bayesian Approximator,The multilayer perceptron as an approximation to a Bayes optimal discriminant function,https://ieeexplore.ieee.org/ielx7/6287639/9312710/09355141.pdf,,,,,,,,
Pandemonium (morse),Pandemonium: a paradigm for learning,http://www.dtic.mil/dtic/tr/fulltext/u2/a396346.pdf,,,,,,,,
MoCo,Momentum Contrast for Unsupervised Visual Representation Learning,https://www.nature.com/articles/s41598-023-48482-x.pdf,,,,,,,,
WizardLM-7B,WizardLM: Empowering Large Language Models to Follow Complex Instructions,https://arxiv.org/pdf/2308.07124,,,,,,,,
Learning deep architectures,Learning Deep Architectures for AI,https://www.mdpi.com/2227-7390/9/11/1180/pdf?version=1621836195,,,,,,,,
RNN 500/10 + RT09 LM (NIST RT05),Recurrent neural network based language model,https://ieeexplore.ieee.org/ielx7/4620076/10049222/09964407.pdf,,,,,,,,
OpenAI Five Rerun,Dota 2 with Large Scale Deep Reinforcement Learning,https://arxiv.org/pdf/2206.13353,,,,,,,,
DeepLab (2017),"DeepLab: Semantic Image Segmentation with Deep Convolutional Nets, Atrous Convolution, and Fully Connected CRFs",https://arxiv.org/pdf/2309.16889,,,,,,,,
ESRGAN,ESRGAN: Enhanced Super-Resolution Generative Adversarial Networks,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1029/2023EA002906,,,,,,,,
BIDAF,Bidirectional Attention Flow for Machine Comprehension,https://arxiv.org/pdf/2209.11407,,,,,,,,
Switch,Switch Transformers: Scaling to Trillion Parameter Models with Simple and Efficient Sparsity,https://dl.acm.org/doi/pdf/10.1145/3582016.3582047,,,,,,,,
Xception,Xception: Deep Learning with Depthwise Separable Convolutions,https://link.springer.com/content/pdf/10.1007/s00432-023-05339-0.pdf,,,,,,,,
AlexaTM 20B,AlexaTM 20B: Few-Shot Learning Using a Large-Scale Multilingual Seq2Seq Model,https://arxiv.org/pdf/2303.18223,,,,,,,,
Parti,Scaling Autoregressive Models for Content-Rich Text-to-Image Generation,https://arxiv.org/pdf/2210.16056,,,,,,,,
DeepNash,Mastering the game of Stratego with model-free multiagent reinforcement learning,https://www.frontiersin.org/articles/10.3389/fnbot.2023.1243174/pdf?isPublishedV2=False,,,,,,,,
SemExp,Object Goal Navigation using Goal-Oriented Semantic Exploration,https://arxiv.org/pdf/2310.00887,,,,,,,,
MatrixFac for Recommenders,Matrix Factorization Techniques for Recommender Systems,http://arxiv.org/pdf/2302.00412,,,,,,,,
TFE SVM,A trainable feature extractor for handwritten digit recognition,http://hal.archives-ouvertes.fr/docs/00/14/30/34/PDF/LauerBlochNeurocomputing07.pdf,,,,,,,,
LSTM (2018),An Empirical Evaluation of Generic Convolutional and Recurrent Networks for Sequence Modeling,https://arxiv.org/pdf/2303.04485,,,,,,,,
Stacked Denoising Autoencoders,Stacked Denoising Autoencoders: Learning Useful Representations in a Deep Network with a Local Denoising Criterion,http://arxiv.org/pdf/2205.04259,,,,,,,,
Diffractive Deep Neural Network,All-optical machine learning using diffractive deep neural networks,https://www.nature.com/articles/s41467-022-30901-8.pdf,,,,,,,,
KEPLER,KEPLER: A Unified Model for Knowledge Embedding and Pre-trained Language Representation,https://vtechworks.lib.vt.edu/bitstream/10919/115958/1/3539618.3591781.pdf,,,,,,,,
AlphaGo Lee,Mastering the game of Go with deep neural networks and tree search,https://arxiv.org/pdf/2310.05876,,,,,,,,
LSTM-Char-Large,Character-Aware Neural Language Models,https://www.aclweb.org/anthology/N18-1091.pdf,,,,,,,,
BellKor 2008,The BellKor 2008 Solution to the Netflix Prize,https://www.mdpi.com/2076-3417/11/13/6108/pdf?version=1625191350,,,,,,,,
ENAS,Efficient Neural Architecture Search via Parameter Sharing,https://arxiv.org/pdf/2106.11346,,,,,,,,
Image-to-image cGAN,Image-to-Image Translation with Conditional Adversarial Networks,https://arxiv.org/pdf/2310.14197,,,,,,,,
2-layer-LSTM+Deep-Gradient-Compression,Deep Gradient Compression: Reducing the Communication Bandwidth for Distributed Training,https://arxiv.org/pdf/2102.09491,,,,,,,,
YOLO,"You Only Look Once: Unified, Real-Time Object Detection",https://www.nature.com/articles/s41598-023-48318-8.pdf,,,,,,,,
TransE,Translating Embeddings for Modeling Multi-relational Data,http://arxiv.org/pdf/2306.00088,,,,,,,,
RetinaNet-R101,Focal Loss for Dense Object Detection,https://ieeexplore.ieee.org/ielx7/7083369/7339444/10436339.pdf,,,,,,,,
Incoder-6.7B,InCoder: A Generative Model for Code Infilling and Synthesis,https://arxiv.org/pdf/2306.03324,,,,,,,,
GPT-NeoX-20B,GPT-NeoX-20B: An Open-Source Autoregressive Language Model,http://arxiv.org/pdf/2208.14493,,,,,,,,
ALBERT,ALBERT: A Lite BERT for Self-supervised Learning of Language Representations,https://arxiv.org/pdf/2310.01424,,,,,,,,
Boss (DARPA Urban Challenge),Autonomous driving in urban environments: Boss and the Urban Challenge,https://www.mdpi.com/2079-9292/7/9/154/pdf?version=1534824006,,,,,,,,
Flan-PaLM 540B,Scaling Instruction-Finetuned Language Models,http://arxiv.org/pdf/2305.14232,,,,,,,,
CodeT5+,CodeT5+: Open Code Large Language Models for Code Understanding and Generation,https://arxiv.org/pdf/2307.14936,,,,,,,,
Megatron-LM (8.3B),Megatron-LM: Training Multi-Billion Parameter Language Models Using Model Parallelism,http://arxiv.org/pdf/2302.02599,,,,,,,,
"Listen, Attend and Spell","Listen, attend and spell: A neural network for large vocabulary conversational speech recognition",https://www.mdpi.com/2079-9292/11/12/1831/pdf?version=1654767632,,,,,,,,
MobileNet,MobileNets: Efficient Convolutional Neural Networks for Mobile Vision Applications,https://arxiv.org/pdf/2309.13744,,,,,,,,
Denoising Diffusion Probabilistic Models (LSUN Bedroom),Denoising Diffusion Probabilistic Models,https://www.mdpi.com/2079-9292/13/2/448/pdf?version=1705890422,,,,,,,,
CURL,CURL: Contrastive Unsupervised Representations for Reinforcement Learning,http://arxiv.org/pdf/2205.11357,,,,,,,,
RNNsearch-50*,Neural Machine Translation by Jointly Learning to Align and Translate,https://arxiv.org/pdf/2308.13187,,,,,,,,
EMDR,End-to-End Training of Multi-Document Reader and Retriever for Open-Domain Question Answering,http://arxiv.org/pdf/2303.17201,,,,,,,,
KN5 LM + RNN 400/10 (WSJ),Recurrent neural network based language model,https://arxiv.org/pdf/2307.06018,,,,,,,,
GloVe (32B),GloVe: Global Vectors for Word Representation,https://jurnal.polgan.ac.id/index.php/sinkron/article/download/13005/2156,,,,,,,,
FLAN 137B,Finetuned Language Models Are Zero-Shot Learners,https://aclanthology.org/2023.findings-emnlp.552.pdf,,,,,,,,
TriNet,In Defense of the Triplet Loss for Person Re-Identification,https://arxiv.org/pdf/2307.02753,,,,,,,,
Cascaded LNet-ANet,Deep Learning Face Attributes in the Wild,https://www.researchsquare.com/article/rs-1669440/latest.pdf,,,,,,,,
Florence,Florence: A New Foundation Model for Computer Vision,http://arxiv.org/pdf/2205.00538,,,,,,,,
RBM Image Classifier,Learning Multiple Layers of Features from Tiny Images,https://www.techrxiv.org/articles/preprint/SVFL_Efficient_Secure_Aggregation_and_Verification_for_Cross-Silo_Federated_Learning/19428755/1/files/34522637.pdf,,,,,,,,
GOAT,Open-Ended Learning Leads to Generally Capable Agents,https://www.frontiersin.org/articles/10.3389/fncom.2022.1060101/pdf,,,,,,,,
SRU++ Large,When Attention Meets Fast Recurrence: Training Language Models with Reduced Compute,https://www.mdpi.com/2076-3417/13/23/12901/pdf?version=1701427146,,,,,,,,
Dropout (TIMIT),Improving neural networks by preventing co-adaptation of feature detectors,http://arxiv.org/pdf/2208.11508,,,,,,,,
PolyNet,PolyNet: A Pursuit of Structural Diversity in Very Deep Networks,https://www.mdpi.com/2079-9292/10/4/396/pdf?version=1612865231,,,,,,,,
LongT5,LongT5: Efficient Text-To-Text Transformer for Long Sequences,http://arxiv.org/pdf/2305.03668,,,,,,,,
Word2Vec (large),Distributed Representations of Words and Phrases and their Compositionality,https://www.biorxiv.org/content/biorxiv/early/2022/05/20/2022.05.02.490310.full.pdf,,,,,,,,
AlphaCode,Competition-level code generation with AlphaCode,https://dl.acm.org/doi/pdf/10.1145/3586030,,,,,,,,
ProtT5-XXL,ProtTrans: Towards Cracking the Language of Life’s Code Through Self-Supervised Learning,https://www.biorxiv.org/content/biorxiv/early/2022/05/28/2022.05.25.493516.full.pdf,,,,,,,,
RefineNet,RefineNet: Multi-path Refinement Networks for High-Resolution Semantic Segmentation,http://arxiv.org/pdf/2306.05675,,,,,,,,
BigSSL,BigSSL: Exploring the Frontier of Large-Scale Semi-Supervised Learning for Automatic Speech Recognition,http://arxiv.org/pdf/2206.14716,,,,,,,,
RBM Image Classifier,Learning Multiple Layers of Features from Tiny Images,https://www.biorxiv.org/content/biorxiv/early/2023/12/21/2023.12.20.572123.full.pdf,,,,,,,,
ResNet-50 Billion-scale,Billion-scale semi-supervised learning for image classification,https://hal.inria.fr/hal-03530130/file/J31.pr21.nsod.pdf,,,,,,,,
EfficientNetV2,EfficientNetV2: Smaller Models and Faster Training,http://arxiv.org/pdf/2304.06502,,,,,,,,
ProgressiveGAN,"Progressive Growing of GANs for Improved Quality, Stability, and Variation",http://arxiv.org/pdf/2306.08571,,,,,,,,
Relational Memory Core,Relational recurrent neural networks,https://arxiv.org/pdf/1908.09535,,,,,,,,
Dropout (TIMIT),Improving neural networks by preventing co-adaptation of feature detectors,https://www.mdpi.com/2072-4292/13/20/4065/pdf?version=1634289928,,,,,,,,
GPipe (Transformer),GPipe: Efficient Training of Giant Neural Networks using Pipeline Parallelism,https://arxiv.org/pdf/2004.10856,,,,,,,,
Local Binary Patterns for facial recognition,Face Description with Local Binary Patterns: Application to Face Recognition,https://arxiv.org/pdf/2105.10262,,,,,,,,
SACHS,Causal Protein-Signaling Networks Derived from Multiparameter Single-Cell Data,https://www.intechopen.com/citation-pdf-url/58193,,,,,,,,
BellKor 2007,The BellKor solution to the Netflix Prize,https://eprints.soton.ac.uk/272686/2/MMMR_IS_Finalized.pdf,,,,,,,,
Contriever,Unsupervised Dense Information Retrieval with Contrastive Learning,https://arxiv.org/pdf/2310.07521,,,,,,,,
NLP from scratch,Natural Language Processing (Almost) from Scratch,https://www.frontiersin.org/articles/10.3389/fdgth.2022.833912/pdf,,,,,,,,
Llama 2-7B,Llama 2: Open Foundation and Fine-Tuned Chat Models,https://www.mdpi.com/1424-8220/24/2/347/pdf?version=1704531999,,,,,,,,
ERNIE-Doc (247M),ERNIE-Doc: A Retrospective Long-Document Modeling Transformer,http://arxiv.org/pdf/2204.06683,,,,,,,,
PDP model for serial order,Serial Order: A Parallel Distributed Processing Approach,http://arxiv.org/pdf/2212.10079,,,,,,,,
Pointer Sentinel-LSTM (medium),Pointer Sentinel Mixture Models,http://arxiv.org/pdf/2210.07566,,,,,,,,
KN5 LM + RNN 400/10 (WSJ),Recurrent neural network based language model,https://www.mdpi.com/1996-1073/15/19/7233/pdf?version=1664618818,,,,,,,,
CoAtNet,CoAtNet: Marrying Convolution and Attention for All Data Sizes,http://arxiv.org/pdf/2302.06675,,,,,,,,
MatrixFac for Recommenders,Matrix Factorization Techniques for Recommender Systems,http://arxiv.org/pdf/2306.00009,,,,,,,,
Differentiable neural computer,Hybrid computing using a neural network with dynamic external memory,https://arxiv.org/pdf/2105.06453,,,,,,,,
GPU DBNs,Large-scale deep unsupervised learning using graphics processors,https://www.mdpi.com/1099-4300/22/12/1429/pdf,,,,,,,,
GPT,Improving Language Understanding by Generative Pre-Training,https://arxiv.org/pdf/2310.03481,,,,,,,,
AlphaFold-Multimer,Protein complex prediction with AlphaFold-Multimer,https://www.biorxiv.org/content/biorxiv/early/2023/03/18/2023.03.17.533168.full.pdf,,,,,,,,
Transformer-XL + RMS dynamic eval,Dynamic Evaluation of Transformer Language Models,https://aclanthology.org/2021.findings-emnlp.206.pdf,,,,,,,,
GANs,A Style-Based Generator Architecture for Generative Adversarial Networks,https://www.mdpi.com/2079-9292/12/20/4235/pdf?version=1697186146,,,,,,,,
Transformer ELMo,Dissecting Contextual Word Embeddings: Architecture and Representation,https://aclanthology.org/2021.acl-srw.23.pdf,,,,,,,,
CapsNet (MNIST),Dynamic Routing Between Capsules,https://arxiv.org/pdf/2304.07911,,,,,,,,
Image Classification with the Fisher Vector: Theory and Practice,"Author manuscript, published in ""International Journal of Computer Vision (2013)"" International Journal of Computer Vision manuscript No. (will be inserted by the editor) Image Classification with the Fisher Vector: Theory and Practice",http://arxiv.org/pdf/2208.04201,,,,,,,,
Switch,Switch Transformers: Scaling to Trillion Parameter Models with Simple and Efficient Sparsity,https://arxiv.org/pdf/2107.11317,,,,,,,,
NEAT in neuroevolution,Evolving Neural Networks through Augmenting Topologies,https://osf.io/zk2dy/download,,,,,,,,
Florence,Florence: A New Foundation Model for Computer Vision,https://arxiv.org/pdf/2308.02487,,,,,,,,
Routing Transformer,Efficient Content-Based Sparse Attention with Routing Transformers,https://dl.acm.org/doi/pdf/10.1145/3534678.3539260,,,,,,,,
BLOOMZ-176B,Crosslingual Generalization through Multitask Finetuning,http://arxiv.org/pdf/2306.17806,,,,,,,,
GLEE,BOXES: AN EXPERIMENT IN ADAPTIVE CONTROL,https://intellrobot.com/article/download/4634,,,,,,,,
PaLM (540B),PaLM: Scaling Language Modeling with Pathways,https://arxiv.org/pdf/2310.05857,,,,,,,,
iGPT-XL,Generative Pretraining From Pixels,https://ojs.aaai.org/index.php/AAAI/article/download/20103/19862,,,,,,,,
KEPLER,KEPLER: A Unified Model for Knowledge Embedding and Pre-trained Language Representation,https://aclanthology.org/2022.emnlp-main.650.pdf,,,,,,,,
Culturome,Quantitative Analysis of Culture Using Millions of Digitized Books,https://sas-space.sas.ac.uk/9202/1/Web%20archives%20and%20digital%20history.pdf,,,,,,,,
TD(0),An Adaptive Optimal Controller for Discrete-Time Markov Environments,https://dspace.mit.edu/bitstream/1721.1/7050/2/AITR-1424.pdf,,,,,,,,
RNN-SpeedUp,Extensions of recurrent neural network language model,http://www.jmis.org/download/download_pdf?pid=jmis-7-1-1,,,,,,,,
FTW,Human-level performance in 3D multiplayer games with population-based reinforcement learning,http://arxiv.org/pdf/2301.08030,,,,,,,,
ST-MoE,ST-MoE: Designing Stable and Transferable Sparse Expert Models,https://arxiv.org/pdf/2305.13230,,,,,,,,
WaveNet,WaveNet: A Generative Model for Raw Audio,https://arxiv.org/pdf/2305.19337,,,,,,,,
BLSTM for handwriting (1),A novel approach to on-line handwriting recognition based on bidirectional long short-term memory networks,https://doi.org/10.3906/elk-1801-234,,,,,,,,
Internal functionality of visual invariants,The internal representation of solid shape with respect to vision,http://cseweb.ucsd.edu/groups/hpcl/scg/papers/2012/vda12BestPaper.pdf,,,,,,,,
Zip CNN,Backpropagation Applied to Handwritten Zip Code Recognition,https://www.mdpi.com/2072-4292/15/10/2649/pdf?version=1684481589,,,,,,,,
LSTM-Char-Large,Character-Aware Neural Language Models,https://arxiv.org/pdf/1808.09891,,,,,,,,
PointNet++,PointNet++: Deep Hierarchical Feature Learning on Point Sets in a Metric Space,https://arxiv.org/pdf/2308.09718,,,,,,,,
